Name,Screener,LTP,Change(%),Open,Volume,Market Cap (Cr.),PE Ratio,Industry PE,52W High,52W Low,1M Returns,3M Returns,1 Yr Returns,3 Yr Returns,5 Yr Returns,PB Ratio,Dividend,ROE,ROCE,EPS,50 DMA,200 DMA,RSI,Margin Funding,Margin Pledge
"Gopal Snacks","https://scanx.trade/company/gopal-snacks-ltd","298.50","-0.70%","298.40","30,331","3,719.98","887.06","47.30","398.00","255.90","0.84%","-9.97%","5.09%","-17.70%","-17.70%","8.66","0.33%","38.63%","7.28%","7.66","309.14","338.73","44.98","60.00%","-"
"Heidelberg Cement","https://scanx.trade/company/heidelberg-cement-ltd","163.73","0.52%","163.00","66,332","3,710.34","26.53","228.35","224.80","160.00","1.32%","-10.92%","-16.90%","-4.25%","-29.53%","2.82","4.30%","6.79%","10.85%","6.85","169.75","192.78","41.50","72.17%","-"
"Pace Digitek","https://scanx.trade/company/pace-digitek-ltd","171.50","-3.72%","179.00","5,02,413","3,701.85","14.90","-11.88","231.95","160.21","4.92%","-20.55%","-21.33%","-21.33%","-21.33%","1.82","-","-","38.43%","-","182.41","-","39.88","-","70.00%"
"Restaurant Brand Asia (Burger King)","https://scanx.trade/company/burger-king-india-ltd","63.55","-0.13%","63.64","18,57,504","3,701.47","-17.05","-1.45","89.50","59.40","-0.77%","1.10%","-3.84%","-34.01%","-55.09%","4.61","-","-28.58%","-2.68%","-","64.60","73.32","44.37","68.43%","70.00%"
"Reliance Infrastructure","https://scanx.trade/company/reliance-infrastructure-ltd","90.38","-3.74%","93.50","13,82,753","3,693.21","0.33","-11.88","423.40","92.75","-32.57%","-42.78%","-59.46%","-28.81%","192.97%","0.23","-","-","28.82%","-","136.73","251.05","28.60","-","-"
"Indraprastha Medical Corporation","https://scanx.trade/company/indraprastha-medical-corporation-ltd","402.05","0.09%","410.00","1,01,057","3,685.71","20.21","37.79","640.85","307.25","11.37%","-21.82%","5.00%","401.94%","656.44%","5.61","1.12%","22.70%","33.08%","15.08","412.20","464.10","47.64","50.00%","70.00%"
"Rolex Rings","https://scanx.trade/company/rolex-rings-ltd","134.51","-1.90%","136.25","5,60,797","3,663.15","19.02","25.99","166.00","99.79","12.17%","29.67%","-5.98%","-28.57%","15.26%","3.20","-","17.37%","18.86%","64.46","129.08","135.06","50.57","50.00%","-"
"Optiemus Infracom","https://scanx.trade/company/optiemus-infracom-ltd","413.80","-0.08%","412.10","33,515","3,650.11","55.69","14.61","713.00","366.00","7.89%","-27.17%","-9.84%","59.40%","141.07%","4.91","-","-","12.85%","-","444.68","562.46","45.28","50.00%","70.00%"
"Ashoka Buildcon","https://scanx.trade/company/ashoka-buildcon-ltd","130.02","-6.26%","138.71","55,00,464","3,649.96","1.35","-11.88","230.80","136.52","-10.95%","-26.96%","-28.30%","72.67%","14.96%","0.93","-","18.88%","17.78%","19.35","155.16","184.61","27.08","50.00%","65.00%"
"Kitex Garments","https://scanx.trade/company/kitex-garments-ltd","181.72","-1.49%","184.50","4,52,310","3,625.31","131.57","-29.04","324.42","138.20","11.02%","-14.25%","7.14%","277.95%","411.17%","3.53","0.27%","-","8.85%","-","180.24","214.76","45.92","-","-"
"Indiqube Spaces","https://scanx.trade/company/indiqube-spaces-ltd","172.52","-0.89%","172.35","7,106","3,623.12","-32.31","34.23","243.80","163.51","-8.58%","-24.99%","-20.85%","-20.85%","-20.85%","6.76","-","-","4.46%","-","189.06","-","39.16","-","-"
"IndoStar Capital Finance","https://scanx.trade/company/indostar-capital-finance-ltd","224.23","-1.17%","225.00","50,225","3,622.91","6.12","30.80","366.30","185.10","0.61%","-2.61%","-5.86%","60.16%","-33.93%","0.83","-","7.24%","8.13%","7.48","228.63","268.12","47.54","50.00%","-"
"SMS Pharmaceuticals","https://scanx.trade/company/sms-pharmaceuticals-ltd","385.20","-1.08%","390.00","6,84,389","3,607.48","40.73","28.67","394.25","176.05","26.71%","19.52%","94.32%","465.22%","193.04%","5.00","0.10%","0.84%","13.39%","6.73","330.57","281.06","69.79","50.00%","-"
"Oswal Pumps","https://scanx.trade/company/oswal-pumps-ltd","315.65","-1.76%","321.00","4,24,757","3,597.70","10.52","47.83","888.40","315.00","-20.94%","-44.61%","-49.52%","-49.52%","-49.52%","2.44","-","-","81.49%","-","424.99","-","25.65","-","70.00%"
"Samhi Hotels","https://scanx.trade/company/samhi.ltd","162.50","-1.55%","164.01","4,63,072","3,594.60","17.13","-1.45","254.50","121.10","-7.58%","-10.11%","10.18%","13.32%","13.32%","2.05","-","41.92%","8.72%","-","175.77","198.46","39.80","50.00%","65.00%"
"Greaves Cotton","https://scanx.trade/company/greaves-cotton-ltd","152.94","-2.91%","158.00","29,65,523","3,561.13","105.74","57.18","257.10","150.50","-5.25%","-24.31%","-37.84%","14.86%","11.59%","2.67","1.27%","-21.94%","5.25%","7.96","172.38","198.60","35.75","61.79%","70.00%"
"Vadilal Industries","https://scanx.trade/company/vadilal-industries-ltd","4,944.50","0.63%","4,891.00","6,863","3,554.02","28.91","47.30","7,398.50","3,503.50","22.19%","-8.30%","35.00%","89.58%","462.58%","4.98","0.43%","24.22%","24.02%","211.89","4,734.67","5,242.49","55.58","0.00%","-"
"eMudhra","https://scanx.trade/company/emudhra-ltd","428.10","-2.24%","444.95","7,92,334","3,545.17","34.68","49.35","894.10","432.35","-16.51%","-30.54%","-47.84%","67.10%","65.99%","4.47","0.28%","11.53%","14.08%","9.34","528.57","661.96","27.76","50.00%","70.00%"
"Balaji Amines","https://scanx.trade/company/balaji-amines-ltd","1,087.40","-0.11%","1,085.00","56,770","3,523.28","24.41","16.37","1,945.00","1,060.10","-3.74%","-6.50%","-19.24%","-49.56%","-33.25%","1.88","1.01%","12.27%","10.22%","60.31","1,132.86","1,379.93","44.56","50.00%","70.00%"
"Senores Pharmaceuticals","https://scanx.trade/company/senores-pharmaceuticals-ltd","764.90","-1.25%","780.00","1,32,182","3,522.64","34.60","33.06","876.50","440.30","-4.63%","-1.80%","34.76%","37.31%","37.31%","4.37","-","-","9.34%","-","809.89","707.52","38.07","65.00%","70.00%"
"HG Infra Engineering","https://scanx.trade/company/hg-infra-engineering-ltd","540.45","-3.15%","562.00","9,38,981","3,522.17","9.26","19.99","1,275.00","545.50","-8.41%","-39.14%","-45.66%","-25.62%","89.63%","1.18","0.36%","21.94%","14.91%","82.75","676.59","910.37","25.17","50.00%","65.00%"
"Gujarat Alkalies & Chemicals","https://scanx.trade/company/gujarat-alkalies-chemicals-ltd","477.90","0.05%","480.00","12,210","3,509.95","-409.70","16.37","698.40","437.30","5.31%","-10.46%","-12.90%","-25.23%","52.59%","0.63","3.30%","6.67%","-0.29%","-","479.18","549.20","51.21","67.59%","-"
"Pondy Oxides & Chemical","https://scanx.trade/company/pocl-ltd","1,146.00","-1.59%","1,161.00","2,05,538","3,496.59","31.94","-2.79","1,578.00","490.00","-10.85%","-14.16%","89.28%","574.79%","574.79%","5.16","0.28%","28.56%","15.15%","32.30","1,308.14","1,160.10","38.85","56.27%","70.00%"
"Laxmi Organic Industries","https://scanx.trade/company/laxmi-organic-industries-ltd","125.94","-3.65%","130.71","25,62,247","3,490.40","45.68","16.37","241.00","128.51","-9.14%","-30.96%","-30.86%","-51.03%","-23.42%","1.88","0.38%","6.70%","9.08%","4.21","150.21","186.47","29.19","68.30%","70.00%"
"UFLEX","https://scanx.trade/company/uflex-ltd","481.70","1.35%","475.00","28,177","3,478.43","11.79","-8.45","685.60","438.00","6.56%","-3.29%","4.52%","12.48%","32.86%","0.44","0.63%","6.41%","7.29%","30.75","476.16","540.99","55.17","50.00%","-"
"Man Industries","https://scanx.trade/company/man-industries-ltd","461.95","2.59%","453.75","14,04,839","3,465.07","17.91","18.50","491.00","201.55","47.26%","-4.69%","106.55%","446.04%","525.52%","1.71","-","6.77%","17.17%","17.43","379.03","401.28","69.47","50.00%","60.00%"
"AGI Greenpac","https://scanx.trade/company/hsil-ltd","534.90","-3.69%","554.50","8,55,819","3,460.66","10.79","-8.45","1,009.00","545.15","-18.89%","-31.32%","-18.40%","53.57%","206.80%","1.62","1.26%","4.63%","18.58%","38.81","657.51","796.39","27.55","62.31%","70.00%"
"Sanathan Textiles","https://scanx.trade/company/sanathan-textiles-ltd","409.40","3.02%","399.30","35,365","3,455.50","33.57","177.72","560.20","286.95","-4.88%","-14.17%","31.66%","5.42%","5.42%","1.81","-","-","8.21%","-","428.73","472.13","42.48","65.00%","-"
"Shanthi Gears","https://scanx.trade/company/shanthi-gears-ltd","450.10","0.01%","450.00","4,970","3,452.98","41.67","-5.98","619.80","395.00","0.01%","-4.28%","7.87%","37.71%","229.14%","8.00","1.11%","23.82%","32.21%","11.18","452.20","500.53","47.93","50.00%","-"
"Trualt Bioenergy","https://scanx.trade/company/trualt-bioenergy-ltd","401.40","-0.47%","403.50","53,461","3,442.11","23.47","34.23","549.00","310.20","25.57%","-11.52%","-24.40%","-24.40%","-24.40%","2.47","-","-","15.29%","-","394.34","-","48.30","-","70.00%"
"Pitti Engineering","https://scanx.trade/company/pitti-engineering-ltd","910.05","-0.64%","907.55","27,454","3,426.66","27.10","-5.98","1,121.95","675.00","25.40%","1.35%","0.95%","207.50%","1,446.39%","3.67","0.16%","17.61%","17.57%","25.43","822.89","912.78","59.52","50.00%","-"
"R Systems International","https://scanx.trade/company/r-systems-international-ltd","289.10","-1.33%","291.00","48,406","3,422.91","18.63","49.35","496.90","283.00","-18.99%","-28.53%","-9.71%","13.86%","148.47%","4.38","-","16.44%","20.91%","12.02","367.67","408.22","23.64","50.00%","-"
"Steel Strips Wheels","https://scanx.trade/company/steel-strips-wheels-ltd","214.99","0.78%","212.25","97,033","3,379.22","17.69","130.59","280.00","167.41","19.72%","10.69%","22.37%","40.98%","239.74%","2.07","0.58%","17.08%","18.55%","14.49","205.90","222.68","51.49","50.00%","-"
"Vishnu Chemicals","https://scanx.trade/company/vishnu-chemicals-ltd","501.65","-1.62%","512.00","50,383","3,376.87","24.83","16.37","595.80","336.00","-1.13%","-7.50%","22.07%","79.48%","1,378.05%","3.42","0.06%","32.96%","18.00%","15.43","521.95","508.24","41.90","50.00%","60.00%"
"Styrenix Performance Materials","https://scanx.trade/company/ineos-styrolution-ltd","1,915.00","-0.31%","1,920.90","10,367","3,367.65","20.00","13.80","3,498.00","1,839.10","-1.44%","-7.53%","-19.72%","159.84%","97.97%","2.72","1.61%","3.89%","18.98%","114.79","1,946.10","2,503.99","43.41","68.18%","70.00%"
"Harsha Engineers","https://scanx.trade/company/harsha-engineers-ltd","369.55","-0.39%","371.80","9,836","3,364.53","31.85","130.59","451.85","329.95","-0.58%","-5.59%","-6.73%","9.30%","-24.04%","2.56","0.27%","11.50%","10.49%","13.50","380.37","394.48","43.43","50.00%","-"
"Advanced Enzyme Tech","https://scanx.trade/company/advanced-enzyme-tech-ltd","300.30","-0.03%","300.40","76,614","3,361.16","21.71","4.43","366.25","257.90","11.89%","-4.65%","9.12%","8.59%","-15.94%","2.27","1.73%","9.99%","12.52%","13.30","294.79","313.66","51.18","50.00%","70.00%"
"Gujarat Themis Biosyn","https://scanx.trade/company/gujarat-themis-biosyn-ltd","308.30","-1.56%","318.40","1,19,369","3,359.40","71.36","28.67","479.00","208.00","-2.99%","-26.08%","31.96%","26.63%","26.63%","12.91","0.21%","-","23.47%","-","359.73","375.94","38.41","50.00%","-"
"Aarti Drugs","https://scanx.trade/company/aarti-drugs-ltd","367.00","-0.65%","370.00","83,509","3,349.61","16.61","28.67","564.05","312.00","-0.82%","-17.02%","-0.80%","0.82%","-41.83%","2.29","0.27%","13.95%","14.25%","17.06","385.11","454.15","37.89","50.00%","70.00%"
"Seamec","https://scanx.trade/company/seamec-ltd","1,316.50","-0.84%","1,327.60","25,908","3,347.20","17.69","34.23","1,446.70","752.55","16.35%","44.03%","39.84%","123.31%","171.39%","3.14","-","13.22%","10.54%","53.39","1,187.17","961.09","55.82","50.00%","-"
"Shoppers Stop","https://scanx.trade/company/shoppers-stop-ltd","303.85","-3.71%","313.00","8,27,870","3,345.76","-195.90","-29.04","588.75","309.10","-12.77%","-28.25%","-41.22%","-53.25%","46.40%","12.08","-","25.63%","8.69%","4.13","375.12","473.21","26.22","50.00%","-"
"Suven Life Sciences","https://scanx.trade/company/suven-life-sciences-ltd","146.07","-0.79%","148.12","1,46,280","3,322.72","-12.51","34.23","299.99","102.50","8.95%","-16.59%","34.32%","155.59%","87.20%","10.07","-","-","-143.87%","-","154.19","203.76","43.08","-","-"
"Tourism Finance Corporation of India","https://scanx.trade/company/tourism-finance-corporation-of-india-ltd","70.83","-1.28%","72.00","76,88,425","3,279.27","39.46","36.61","80.45","27.42","16.17%","-3.66%","144.41%","421.96%","526.26%","3.25","0.82%","9.11%","10.32%","9.23","67.42","62.42","49.69","11.00%","70.00%"
"Kalyani Steels","https://scanx.trade/company/kalyani-steels-ltd","748.10","-0.58%","752.45","16,818","3,265.69","12.33","18.50","988.80","660.20","12.46%","-3.46%","1.09%","143.28%","135.58%","1.67","1.33%","14.81%","18.78%","56.59","729.26","807.26","52.55","63.99%","-"
"Ashiana Housing","https://scanx.trade/company/ashiana-housing-ltd","324.30","-0.37%","322.00","25,429","3,260.02","27.98","19.99","376.15","247.80","14.05%","7.51%","-2.23%","124.97%","176.47%","4.15","0.46%","3.67%","2.63%","6.67","301.43","308.06","56.74","50.00%","-"
"Flair Writing Industries","https://scanx.trade/company/flair-writing-industries-ltd","308.15","-1.06%","309.10","55,828","3,247.76","24.39","5.16","357.00","194.03","1.94%","2.44%","38.43%","-31.66%","-31.66%","3.07","0.32%","13.18%","15.21%","10.75","309.54","303.27","46.70","50.00%","-"
"Navneet Education","https://scanx.trade/company/navneet-education-ltd","146.66","-0.88%","147.70","3,96,274","3,244.31","8.65","5.16","168.50","127.95","4.58%","-1.77%","5.02%","46.73%","69.06%","1.68","2.03%","19.46%","47.59%","6.70","148.80","149.27","42.42","50.00%","-"
"Raghav Productivity Enhancers","https://scanx.trade/company/raghav-productivity-enhancers-ltd","706.45","-1.35%","718.95","12,504","3,243.45","66.30","26.94","1,065.50","449.50","1.71%","-30.88%","41.62%","43.87%","43.87%","15.35","0.14%","16.42%","23.84%","12.42","811.49","760.52","38.04","60.00%","-"
"Cigniti Technologies","https://scanx.trade/company/cigniti-technologies-ltd","1,175.30","-0.99%","1,175.00","66,858","3,237.59","10.81","49.35","1,929.50","1,033.25","-26.40%","-35.42%","-13.43%","65.42%","233.28%","2.89","-","28.56%","27.78%","53.61","1,560.47","1,647.99","17.35","67.99%","70.00%"
"Paisalo Digital","https://scanx.trade/company/paisalo-digital-ltd","35.56","-1.93%","36.19","42,78,665","3,234.26","15.63","30.80","41.70","29.38","8.91%","-1.14%","-4.49%","19.41%","-14.27%","1.98","0.27%","8.05%","12.92%","2.02","34.73","34.36","55.92","50.00%","70.00%"
"Ellenbarrie Industrial Gases","https://scanx.trade/company/ellenbarrie-industrial-gases-ltd","229.25","-2.45%","237.00","96,576","3,230.95","33.24","16.37","637.70","229.75","-8.23%","-42.28%","-57.12%","-57.12%","-57.12%","3.69","-","-","17.90%","-","280.44","-","33.30","-","-"
"Indo Thai Securities","https://scanx.trade/company/indo-thai-securities-ltd","261.60","-4.17%","270.00","30,32,020","3,222.21","93.83","30.80","466.35","143.65","5.36%","-42.96%","30.89%","777.56%","4,892.37%","8.86","-","-","6.24%","-","271.12","263.26","49.04","-","-"
"MSTC","https://scanx.trade/company/mstc-ltd","457.20","1.17%","456.10","3,47,860","3,218.69","14.69","14.61","582.45","411.10","0.33%","-7.81%","1.18%","65.83%","66.65%","3.83","8.96%","30.76%","66.07%","30.63","478.77","505.39","43.66","62.85%","70.00%"
"GE Power","https://scanx.trade/company/ge-power-india-ltd","476.35","1.03%","472.00","2,43,167","3,202.38","10.42","-11.88","552.05","205.25","68.98%","34.15%","94.63%","311.53%","73.47%","8.19","-","-","-0.53%","-","354.06","327.98","62.97","-","-"
"Route Mobile","https://scanx.trade/company/route-mobile-ltd","507.95","1.14%","502.30","1,79,550","3,199.96","15.58","49.35","1,158.00","484.60","-15.40%","-23.28%","-49.23%","-62.01%","-69.35%","1.25","2.19%","17.91%","18.45%","55.29","615.88","793.58","29.77","60.00%","70.00%"
"Anand Rathi Share & Stock Brokers","https://scanx.trade/company/anand-rathi-share-and-stock-brokers-ltd","506.65","0.44%","500.90","2,32,498","3,177.97","29.86","30.80","794.85","431.00","-14.66%","-28.49%","13.71%","13.71%","13.71%","2.43","1.96%","-","26.70%","-","591.88","-","30.02","-","70.00%"
"Orient Cement","https://scanx.trade/company/orient-cement-ltd","154.12","-2.26%","157.50","3,28,713","3,166.55","9.99","-13.60","362.40","150.65","-2.93%","-9.70%","-52.89%","33.90%","67.89%","1.57","0.32%","10.03%","7.35%","8.52","164.47","219.09","35.63","65.71%","70.00%"
"Ramky Infrastructure","https://scanx.trade/company/ramky-infrastructure-ltd","456.75","-1.82%","461.85","45,515","3,160.61","13.98","19.99","705.00","402.25","-8.73%","-22.74%","-0.31%","60.29%","479.63%","1.55","-","74.45%","17.11%","39.60","501.16","555.49","39.59","50.00%","-"
"Interarch Building Solutions","https://scanx.trade/company/interarch-building-products-ltd","1,878.50","-1.24%","1,908.10","58,658","3,150.59","23.38","18.50","2,762.60","1,264.00","-4.47%","-23.02%","24.33%","57.10%","57.10%","3.99","0.65%","-","19.05%","-","2,087.37","2,154.96","39.62","-","-"
"The Anup Engineering","https://scanx.trade/company/the-anup-engineering-ltd","1,571.20","-2.61%","1,620.00","2,32,930","3,147.34","27.99","-5.98","3,633.05","1,570.10","-13.67%","-31.95%","-46.10%","169.85%","382.85%","5.08","1.05%","11.75%","22.91%","36.97","1,975.83","2,363.68","31.72","50.00%","65.00%"
"Kolte Patil Developers","https://scanx.trade/company/kolte-patil-developers-ltd","354.70","0.14%","354.20","48,846","3,145.48","74.23","19.99","497.55","239.00","-0.45%","-7.46%","41.31%","30.12%","46.18%","2.58","-","-9.17%","24.33%","-","372.59","415.24","42.09","65.97%","-"
"Orchid Pharma","https://scanx.trade/company/orchid-chemicals-pharmaceuticals-ltd","619.75","-1.24%","625.00","2,44,478","3,143.32","169.18","4.43","1,062.95","603.80","-9.97%","-28.92%","-35.56%","54.28%","-28.31%","2.51","-","8.13%","7.85%","21.99","713.14","742.11","24.26","50.00%","-"
"Easy Trip Planners","https://scanx.trade/company/easy-trip-planners-ltd","8.62","-0.69%","8.72","1,57,90,856","3,134.97","-173.60","18.50","14.02","6.12","35.75%","20.90%","-29.34%","-63.55%","32.41%","3.65","-","36.21%","17.18%","1.03","7.35","8.73","60.90","50.00%","70.00%"
"Sundaram Clayton","https://scanx.trade/company/sundaram-clayton-ltd","1,421.70","-0.83%","1,410.00","17,200","3,134.30","-102.94","25.99","2,538.10","1,112.80","22.64%","13.81%","-36.37%","-5.96%","-5.96%","3.59","0.33%","-20.02%","7.25%","-","1,272.06","1,646.36","69.05","50.00%","-"
"NACL Industries","https://scanx.trade/company/nacl-industries-ltd","133.60","1.02%","132.25","1,39,474","3,126.42","-69.58","20.23","339.45","49.28","-16.24%","-21.94%","156.09%","66.56%","279.01%","4.46","-","-","-10.13%","-","155.30","191.88","39.00","-","-"
"Kewal Kiran Clothing","https://scanx.trade/company/kewal-kiran-clothing-ltd","507.05","-0.12%","509.75","8,781","3,124.71","21.42","-29.04","595.00","410.60","10.93%","0.83%","4.08%","33.66%","179.46%","3.44","0.39%","21.76%","19.28%","23.69","487.19","510.92","52.86","50.00%","-"
"Balmer Lawrie & Co","https://scanx.trade/company/balmer-lawrie-company-ltd","181.37","0.31%","180.10","1,10,426","3,101.50","11.84","24.90","238.20","146.60","8.60%","-3.00%","14.85%","57.30%","47.28%","1.59","4.70%","6.24%","12.90%","15.68","177.88","200.47","55.94","66.65%","70.00%"
